Index;Stressor;Compartment;Unit;GWP
1305;Water Withdrawal Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28);Blue.withdrawal;Mm3;0
1306;Water Withdrawal Blue - Manufacturing - Machinery and equipment n.e.c. (29);Blue.withdrawal;Mm3;0
1307;Water Withdrawal Blue - Manufacturing - Office machinery and computers (30);Blue.withdrawal;Mm3;0
1308;Water Withdrawal Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31);Blue.withdrawal;Mm3;0
1309;Water Withdrawal Blue - Manufacturing - Radio, television and communication equipment and apparatus (32);Blue.withdrawal;Mm3;0
1310;Water Withdrawal Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33);Blue.withdrawal;Mm3;0
1311;Water Withdrawal Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34);Blue.withdrawal;Mm3;0
1312;Water Withdrawal Blue - Manufacturing - Other transport equipment (35);Blue.withdrawal;Mm3;0
1313;"Water Withdrawal Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36)";Blue.withdrawal;Mm3;0
1314;Water Withdrawal Blue - Electricity - tower - Electricity by coal;Blue.withdrawal;Mm3;0
1315;Water Withdrawal Blue - Electricity - tower - Electricity by gas;Blue.withdrawal;Mm3;0
1316;Water Withdrawal Blue - Electricity - tower - Electricity by nuclear;Blue.withdrawal;Mm3;0
1317;Water Withdrawal Blue - Electricity - tower - Electricity by hydro;Blue.withdrawal;Mm3;0
1318;Water Withdrawal Blue - Electricity - tower - Electricity by wind;Blue.withdrawal;Mm3;0
1319;Water Withdrawal Blue - Electricity - tower - Electricity by petroleum and other oil derivatives;Blue.withdrawal;Mm3;0
1320;Water Withdrawal Blue - Electricity - tower - Electricity by biomass and waste;Blue.withdrawal;Mm3;0
1321;Water Withdrawal Blue - Electricity - tower - Electricity by solar photovoltaic;Blue.withdrawal;Mm3;0
1322;Water Withdrawal Blue - Electricity - tower - Electricity by solar thermal;Blue.withdrawal;Mm3;0
1323;Water Withdrawal Blue - Electricity - tower - Electricity by tide, wave, ocean;Blue.withdrawal;Mm3;0
1324;Water Withdrawal Blue - Electricity - tower - Electricity by Geothermal;Blue.withdrawal;Mm3;0
1325;Water Withdrawal Blue - Electricity - tower - Electricity nec;Blue.withdrawal;Mm3;0
1326;Water Withdrawal Blue - Electricity - once-through - Electricity by coal;Blue.withdrawal;Mm3;0
1327;Water Withdrawal Blue - Electricity - once-through - Electricity by gas;Blue.withdrawal;Mm3;0
1328;Water Withdrawal Blue - Electricity - once-through - Electricity by nuclear;Blue.withdrawal;Mm3;0
1329;Water Withdrawal Blue - Electricity - once-through - Electricity by hydro;Blue.withdrawal;Mm3;0
1330;Water Withdrawal Blue - Electricity - once-through - Electricity by wind;Blue.withdrawal;Mm3;0
1331;Water Withdrawal Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives;Blue.withdrawal;Mm3;0
1332;Water Withdrawal Blue - Electricity - once-through - Electricity by biomass and waste;Blue.withdrawal;Mm3;0
1333;Water Withdrawal Blue - Electricity - once-through - Electricity by solar photovoltaic;Blue.withdrawal;Mm3;0
1334;Water Withdrawal Blue - Electricity - once-through - Electricity by solar thermal;Blue.withdrawal;Mm3;0
1335;Water Withdrawal Blue - Electricity - once-through - Electricity by tide, wave, ocean;Blue.withdrawal;Mm3;0
1336;Water Withdrawal Blue - Electricity - once-through - Electricity by Geothermal;Blue.withdrawal;Mm3;0
1337;Water Withdrawal Blue - Electricity - once-through - Electricity nec;Blue.withdrawal;Mm3;0
1338;Water Withdrawal Blue - Domestic - domestic Water Withdrawal Blue;-;Mm3;0
1339;Energy Carrier Net Additives/Blending Components;Energy.net;TJ;0
1340;Energy Carrier Net Anthracite;Energy.net;TJ;0
1341;Energy Carrier Net Aviation Gasoline;Energy.net;TJ;0
1342;Energy Carrier Net BKB/Peat Briquettes;Energy.net;TJ;0
1343;Energy Carrier Net Biodiesels;Energy.net;TJ;0
1344;Energy Carrier Net Biogas;Energy.net;TJ;0
1345;Energy Carrier Net Biogasoline;Energy.net;TJ;0
1346;Energy Carrier Net Bitumen;Energy.net;TJ;0
1347;Energy Carrier Net Blast Furnace Gas;Energy.net;TJ;0
1348;Energy Carrier Net Charcoal;Energy.net;TJ;0
1349;Energy Carrier Net Coal Tar;Energy.net;TJ;0
1350;Energy Carrier Net Coke Oven Coke;Energy.net;TJ;0
1351;Energy Carrier Net Coke oven gas;Energy.net;TJ;0
1352;Energy Carrier Net Coking Coal;Energy.net;TJ;0
1353;Energy Carrier Net Crops nec;Energy.net;TJ;0
1354;Energy Carrier Net Crude petroleum and services related to crude oil extraction, excluding surveying;Energy.net;TJ;0
1355;Energy Carrier Net Electricity by Geothermal;Energy.net;TJ;0
1356;Energy Carrier Net Electricity by biomass and waste;Energy.net;TJ;0
1357;Energy Carrier Net Electricity by coal;Energy.net;TJ;0
1358;Energy Carrier Net Electricity by gas;Energy.net;TJ;0
1359;Energy Carrier Net Electricity by hydro;Energy.net;TJ;0
1360;Energy Carrier Net Electricity by nuclear;Energy.net;TJ;0
1361;Energy Carrier Net Electricity by petroleum and other oil derivatives;Energy.net;TJ;0
1362;Energy Carrier Net Electricity by solar photovoltaic;Energy.net;TJ;0
1363;Energy Carrier Net Electricity by solar thermal;Energy.net;TJ;0
1364;Energy Carrier Net Electricity by tide, wave, ocean;Energy.net;TJ;0
1365;Energy Carrier Net Electricity by wind;Energy.net;TJ;0
1366;Energy Carrier Net Electricity nec;Energy.net;TJ;0
1367;Energy Carrier Net Ethane;Energy.net;TJ;0
1368;Energy Carrier Net Food products nec;Energy.net;TJ;0
1369;Energy Carrier Net Food waste for treatment: incineration;Energy.net;TJ;0
1370;Energy Carrier Net Gas Coke;Energy.net;TJ;0
1371;Energy Carrier Net Gas Works Gas;Energy.net;TJ;0
1372;Energy Carrier Net Gas/Diesel Oil;Energy.net;TJ;0
1373;Energy Carrier Net Gasoline Type Jet Fuel;Energy.net;TJ;0
1374;Energy Carrier Net Heavy Fuel Oil;Energy.net;TJ;0
1375;Energy Carrier Net Intert/metal waste for treatment: incineration;Energy.net;TJ;0
1376;Energy Carrier Net Kerosene;Energy.net;TJ;0
1377;Energy Carrier Net Kerosene Type Jet Fuel;Energy.net;TJ;0
1378;Energy Carrier Net Lignite/Brown Coal;Energy.net;TJ;0
1379;Energy Carrier Net Liquefied Petroleum Gases (LPG);Energy.net;TJ;0
1380;Energy Carrier Net Lubricants;Energy.net;TJ;0
1381;Energy Carrier Net Manure (biogas treatment);Energy.net;TJ;0
1382;Energy Carrier Net Manure (conventional treatment);Energy.net;TJ;0
1383;Energy Carrier Net Motor Gasoline;Energy.net;TJ;0
1384;Energy Carrier Net Naphtha;Energy.net;TJ;0
1385;Energy Carrier Net Natural Gas Liquids;Energy.net;TJ;0
1386;Energy Carrier Net Natural gas and services related to natural gas extraction, excluding surveying;Energy.net;TJ;0
1387;Energy Carrier Net Non-specified Petroleum Products;Energy.net;TJ;0
1388;Energy Carrier Net Nuclear fuel;Energy.net;TJ;0
1389;Energy Carrier Net Oil/hazardous waste for treatment: incineration;Energy.net;TJ;0
1390;Energy Carrier Net Other Bituminous Coal;Energy.net;TJ;0
1391;Energy Carrier Net Other Hydrocarbons;Energy.net;TJ;0
1392;Energy Carrier Net Other Liquid Biofuels;Energy.net;TJ;0
1393;Energy Carrier Net Oxygen Steel Furnace Gas;Energy.net;TJ;0
1394;Energy Carrier Net Paper waste for treatment: incineration;Energy.net;TJ;0
1395;Energy Carrier Net Paraffin Waxes;Energy.net;TJ;0
1396;Energy Carrier Net Patent Fuel;Energy.net;TJ;0
1397;Energy Carrier Net Peat;Energy.net;TJ;0
1398;Energy Carrier Net Petroleum Coke;Energy.net;TJ;0
1399;Energy Carrier Net Plastic waste for treatment: incineration;Energy.net;TJ;0
1400;Energy Carrier Net Products of forestry, logging and related services (02);Energy.net;TJ;0
1401;Energy Carrier Net Pulp;Energy.net;TJ;0
1402;Energy Carrier Net Refinery Feedstocks;Energy.net;TJ;0
1403;Energy Carrier Net Refinery Gas;Energy.net;TJ;0
1404;Energy Carrier Net Secondary paper for treatment, Re-processing of secondary paper into new pulp;Energy.net;TJ;0
1405;Energy Carrier Net Steam and hot water supply services;Energy.net;TJ;0
1406;Energy Carrier Net Sub-Bituminous Coal;Energy.net;TJ;0
1407;Energy Carrier Net Sugar;Energy.net;TJ;0
1408;Energy Carrier Net Textiles waste for treatment: incineration;Energy.net;TJ;0
1409;Energy Carrier Net Uranium and thorium ores (12);Energy.net;TJ;0
1410;Energy Carrier Net White Spirit & SBP;Energy.net;TJ;0
1411;Energy Carrier Net Wood material for treatment, Re-processing of secondary wood material into new wood material;Energy.net;TJ;0
1412;Energy Carrier Net Wood waste for treatment: incineration;Energy.net;TJ;0
1413;Energy Carrier Net NENE Anthracite;Non.energy;TJ;0
1414;Energy Carrier Net NENE Bitumen;Non.energy;TJ;0
1415;Energy Carrier Net NENE BKB/Peat Briquettes;Non.energy;TJ;0
1416;Energy Carrier Net NENE Blast Furnace Gas;Non.energy;TJ;0
1417;Energy Carrier Net NENE Coal Tar;Non.energy;TJ;0
1418;Energy Carrier Net NENE Coke Oven Coke;Non.energy;TJ;0
1419;Energy Carrier Net NENE Coke oven gas;Non.energy;TJ;0
1420;Energy Carrier Net NENE Coking Coal;Non.energy;TJ;0
1421;Energy Carrier Net NENE Crude petroleum and services related to crude oil extraction, excluding surveying;Non.energy;TJ;0
1422;Energy Carrier Net NENE Ethane;Non.energy;TJ;0
1423;Energy Carrier Net NENE Gas Works Gas;Non.energy;TJ;0
1424;Energy Carrier Net NENE Gas/Diesel Oil;Non.energy;TJ;0
1425;Energy Carrier Net NENE Heavy Fuel Oil;Non.energy;TJ;0
1426;Energy Carrier Net NENE Kerosene;Non.energy;TJ;0
1427;Energy Carrier Net NENE Kerosene Type Jet Fuel;Non.energy;TJ;0
1428;Energy Carrier Net NENE Lignite/Brown Coal;Non.energy;TJ;0
1429;Energy Carrier Net NENE Liquefied Petroleum Gases (LPG);Non.energy;TJ;0
1430;Energy Carrier Net NENE Lubricants;Non.energy;TJ;0
1431;Energy Carrier Net NENE Motor Gasoline;Non.energy;TJ;0
1432;Energy Carrier Net NENE Naphtha;Non.energy;TJ;0
1433;Energy Carrier Net NENE Natural gas and services related to natural gas extraction, excluding surveying;Non.energy;TJ;0
1434;Energy Carrier Net NENE Natural Gas Liquids;Non.energy;TJ;0
1435;Energy Carrier Net NENE Non-specified Petroleum Products;Non.energy;TJ;0
1436;Energy Carrier Net NENE Other Bituminous Coal;Non.energy;TJ;0
1437;Energy Carrier Net NENE Oxygen Steel Furnace Gas;Non.energy;TJ;0
1438;Energy Carrier Net NENE Paraffin Waxes;Non.energy;TJ;0
1439;Energy Carrier Net NENE Patent Fuel;Non.energy;TJ;0
1440;Energy Carrier Net NENE Peat;Non.energy;TJ;0
1441;Energy Carrier Net NENE Petroleum Coke;Non.energy;TJ;0
1442;Energy Carrier Net NENE Refinery Gas;Non.energy;TJ;0
1443;Energy Carrier Net NENE Sub-Bituminous Coal;Non.energy;TJ;0
1444;Energy Carrier Net NENE White Spirit & SBP;Non.energy;TJ;0
1445;Energy Carrier Net NTRA Additives/Blending Components;Non.transport;TJ;0
1446;Energy Carrier Net NTRA Anthracite;Non.transport;TJ;0
1447;Energy Carrier Net NTRA Aviation Gasoline;Non.transport;TJ;0
1448;Energy Carrier Net NTRA Biodiesels;Non.transport;TJ;0
1449;Energy Carrier Net NTRA Biogas;Non.transport;TJ;0
1450;Energy Carrier Net NTRA Biogasoline;Non.transport;TJ;0
1451;Energy Carrier Net NTRA Bitumen;Non.transport;TJ;0
1452;Energy Carrier Net NTRA BKB/Peat Briquettes;Non.transport;TJ;0
1453;Energy Carrier Net NTRA Blast Furnace Gas;Non.transport;TJ;0
1454;Energy Carrier Net NTRA Charcoal;Non.transport;TJ;0
1455;Energy Carrier Net NTRA Coal Tar;Non.transport;TJ;0
1456;Energy Carrier Net NTRA Coke Oven Coke;Non.transport;TJ;0
1457;Energy Carrier Net NTRA Coke oven gas;Non.transport;TJ;0
1458;Energy Carrier Net NTRA Coking Coal;Non.transport;TJ;0
1459;Energy Carrier Net NTRA Crops nec;Non.transport;TJ;0
1460;Energy Carrier Net NTRA Crude petroleum and services related to crude oil extraction, excluding surveying;Non.transport;TJ;0
1461;Energy Carrier Net NTRA Electricity by biomass and waste;Non.transport;TJ;0
1462;Energy Carrier Net NTRA Electricity by coal;Non.transport;TJ;0
1463;Energy Carrier Net NTRA Electricity by gas;Non.transport;TJ;0
1464;Energy Carrier Net NTRA Electricity by Geothermal;Non.transport;TJ;0
1465;Energy Carrier Net NTRA Electricity by hydro;Non.transport;TJ;0
1466;Energy Carrier Net NTRA Electricity by nuclear;Non.transport;TJ;0
1467;Energy Carrier Net NTRA Electricity by petroleum and other oil derivatives;Non.transport;TJ;0
1468;Energy Carrier Net NTRA Electricity by solar photovoltaic;Non.transport;TJ;0
1469;Energy Carrier Net NTRA Electricity by solar thermal;Non.transport;TJ;0
1470;Energy Carrier Net NTRA Electricity by tide, wave, ocean;Non.transport;TJ;0
1471;Energy Carrier Net NTRA Electricity by wind;Non.transport;TJ;0
1472;Energy Carrier Net NTRA Electricity nec;Non.transport;TJ;0
1473;Energy Carrier Net NTRA Ethane;Non.transport;TJ;0
1474;Energy Carrier Net NTRA Food products nec;Non.transport;TJ;0
1475;Energy Carrier Net NTRA Food waste for treatment: incineration;Non.transport;TJ;0
1476;Energy Carrier Net NTRA Gas Coke;Non.transport;TJ;0
1477;Energy Carrier Net NTRA Gas Works Gas;Non.transport;TJ;0
1478;Energy Carrier Net NTRA Gas/Diesel Oil;Non.transport;TJ;0
1479;Energy Carrier Net NTRA Heavy Fuel Oil;Non.transport;TJ;0
1480;Energy Carrier Net NTRA Intert/metal waste for treatment: incineration;Non.transport;TJ;0
1481;Energy Carrier Net NTRA Kerosene;Non.transport;TJ;0
1482;Energy Carrier Net NTRA Kerosene Type Jet Fuel;Non.transport;TJ;0
1483;Energy Carrier Net NTRA Lignite/Brown Coal;Non.transport;TJ;0
1484;Energy Carrier Net NTRA Liquefied Petroleum Gases (LPG);Non.transport;TJ;0
1485;Energy Carrier Net NTRA Lubricants;Non.transport;TJ;0
1486;Energy Carrier Net NTRA Manure (biogas treatment);Non.transport;TJ;0
1487;Energy Carrier Net NTRA Manure (conventional treatment);Non.transport;TJ;0
1488;Energy Carrier Net NTRA Motor Gasoline;Non.transport;TJ;0
1489;Energy Carrier Net NTRA Naphtha;Non.transport;TJ;0
1490;Energy Carrier Net NTRA Natural gas and services related to natural gas extraction, excluding surveying;Non.transport;TJ;0
1491;Energy Carrier Net NTRA Natural Gas Liquids;Non.transport;TJ;0
1492;Energy Carrier Net NTRA Non-specified Petroleum Products;Non.transport;TJ;0
1493;Energy Carrier Net NTRA Oil/hazardous waste for treatment: incineration;Non.transport;TJ;0
1494;Energy Carrier Net NTRA Other Bituminous Coal;Non.transport;TJ;0
1495;Energy Carrier Net NTRA Other Hydrocarbons;Non.transport;TJ;0
1496;Energy Carrier Net NTRA Other Liquid Biofuels;Non.transport;TJ;0
1497;Energy Carrier Net NTRA Oxygen Steel Furnace Gas;Non.transport;TJ;0
1498;Energy Carrier Net NTRA Paper waste for treatment: incineration;Non.transport;TJ;0
1499;Energy Carrier Net NTRA Paraffin Waxes;Non.transport;TJ;0
1500;Energy Carrier Net NTRA Patent Fuel;Non.transport;TJ;0
1501;Energy Carrier Net NTRA Peat;Non.transport;TJ;0
1502;Energy Carrier Net NTRA Petroleum Coke;Non.transport;TJ;0
1503;Energy Carrier Net NTRA Plastic waste for treatment: incineration;Non.transport;TJ;0
1504;Energy Carrier Net NTRA Products of forestry, logging and related services (02);Non.transport;TJ;0
1505;Energy Carrier Net NTRA Pulp;Non.transport;TJ;0
1506;Energy Carrier Net NTRA Refinery Gas;Non.transport;TJ;0
1507;Energy Carrier Net NTRA Secondary paper for treatment, Re-processing of secondary paper into new pulp;Non.transport;TJ;0
1508;Energy Carrier Net NTRA Steam and hot water supply services;Non.transport;TJ;0
1509;Energy Carrier Net NTRA Sub-Bituminous Coal;Non.transport;TJ;0
1510;Energy Carrier Net NTRA Sugar;Non.transport;TJ;0
1511;Energy Carrier Net NTRA Textiles waste for treatment: incineration;Non.transport;TJ;0
1512;Energy Carrier Net NTRA White Spirit & SBP;Non.transport;TJ;0
1513;Energy Carrier Net NTRA Wood material for treatment, Re-processing of secondary wood material into new wood material;Non.transport;TJ;0
1514;Energy Carrier Net NTRA Wood waste for treatment: incineration;Non.transport;TJ;0
1515;Energy Carrier Net TAVI Aviation Gasoline;Air.transport;TJ;0
1516;Energy Carrier Net TAVI Gas/Diesel Oil;Air.transport;TJ;0
1517;Energy Carrier Net TAVI Gasoline Type Jet Fuel;Air.transport;TJ;0
1518;Energy Carrier Net TAVI Heavy Fuel Oil;Air.transport;TJ;0
1519;Energy Carrier Net TAVI Kerosene;Air.transport;TJ;0
1520;Energy Carrier Net TAVI Kerosene Type Jet Fuel;Air.transport;TJ;0
1521;Energy Carrier Net TAVI Liquefied Petroleum Gases (LPG);Air.transport;TJ;0
1522;Energy Carrier Net TAVI Motor Gasoline;Air.transport;TJ;0
1523;Energy Carrier Net TMAR Biodiesels;Marine.transport;TJ;0
1524;Energy Carrier Net TMAR Biogasoline;Marine.transport;TJ;0
1525;Energy Carrier Net TMAR Bitumen;Marine.transport;TJ;0
1526;Energy Carrier Net TMAR Coke Oven Coke;Marine.transport;TJ;0
1527;Energy Carrier Net TMAR Food products nec;Marine.transport;TJ;0
1528;Energy Carrier Net TMAR Gas/Diesel Oil;Marine.transport;TJ;0
1529;Energy Carrier Net TMAR Heavy Fuel Oil;Marine.transport;TJ;0
1530;Energy Carrier Net TMAR Kerosene;Marine.transport;TJ;0
1531;Energy Carrier Net TMAR Kerosene Type Jet Fuel;Marine.transport;TJ;0
1532;Energy Carrier Net TMAR Liquefied Petroleum Gases (LPG);Marine.transport;TJ;0
1533;Energy Carrier Net TMAR Lubricants;Marine.transport;TJ;0
1534;Energy Carrier Net TMAR Motor Gasoline;Marine.transport;TJ;0
1535;Energy Carrier Net TMAR Natural gas and services related to natural gas extraction, excluding surveying;Marine.transport;TJ;0
1536;Energy Carrier Net TMAR Non-specified Petroleum Products;Marine.transport;TJ;0
1537;Energy Carrier Net TMAR Other Bituminous Coal;Marine.transport;TJ;0
1538;Energy Carrier Net TMAR Sub-Bituminous Coal;Marine.transport;TJ;0
1539;Energy Carrier Net TOTH Additives/Blending Components;Other.transport;TJ;0
1540;Energy Carrier Net TOTH Anthracite;Other.transport;TJ;0
1541;Energy Carrier Net TOTH Biodiesels;Other.transport;TJ;0
1542;Energy Carrier Net TOTH Biogas;Other.transport;TJ;0
1543;Energy Carrier Net TOTH Bitumen;Other.transport;TJ;0
1544;Energy Carrier Net TOTH BKB/Peat Briquettes;Other.transport;TJ;0
1545;Energy Carrier Net TOTH Coke Oven Coke;Other.transport;TJ;0
1546;Energy Carrier Net TOTH Crops nec;Other.transport;TJ;0
1547;Energy Carrier Net TOTH Crude petroleum and services related to crude oil extraction, excluding surveying;Other.transport;TJ;0
1548;Energy Carrier Net TOTH Electricity by biomass and waste;Other.transport;TJ;0
1549;Energy Carrier Net TOTH Electricity by coal;Other.transport;TJ;0
1550;Energy Carrier Net TOTH Electricity by gas;Other.transport;TJ;0
1551;Energy Carrier Net TOTH Electricity by Geothermal;Other.transport;TJ;0
1552;Energy Carrier Net TOTH Electricity by hydro;Other.transport;TJ;0
1553;Energy Carrier Net TOTH Electricity by nuclear;Other.transport;TJ;0
1554;Energy Carrier Net TOTH Electricity by petroleum and other oil derivatives;Other.transport;TJ;0
1555;Energy Carrier Net TOTH Electricity by solar photovoltaic;Other.transport;TJ;0
1556;Energy Carrier Net TOTH Electricity by solar thermal;Other.transport;TJ;0
1557;Energy Carrier Net TOTH Electricity by tide, wave, ocean;Other.transport;TJ;0
1558;Energy Carrier Net TOTH Electricity by wind;Other.transport;TJ;0
1559;Energy Carrier Net TOTH Food products nec;Other.transport;TJ;0
1560;Energy Carrier Net TOTH Gas/Diesel Oil;Other.transport;TJ;0
1561;Energy Carrier Net TOTH Heavy Fuel Oil;Other.transport;TJ;0
1562;Energy Carrier Net TOTH Kerosene;Other.transport;TJ;0
1563;Energy Carrier Net TOTH Kerosene Type Jet Fuel;Other.transport;TJ;0
1564;Energy Carrier Net TOTH Lignite/Brown Coal;Other.transport;TJ;0
1565;Energy Carrier Net TOTH Liquefied Petroleum Gases (LPG);Other.transport;TJ;0
1566;Energy Carrier Net TOTH Motor Gasoline;Other.transport;TJ;0
1567;Energy Carrier Net TOTH Natural gas and services related to natural gas extraction, excluding surveying;Other.transport;TJ;0
1568;Energy Carrier Net TOTH Non-specified Petroleum Products;Other.transport;TJ;0
1569;Energy Carrier Net TOTH Other Bituminous Coal;Other.transport;TJ;0
1570;Energy Carrier Net TOTH Products of forestry, logging and related services (02);Other.transport;TJ;0
1571;Energy Carrier Net TOTH Pulp;Other.transport;TJ;0
1572;Energy Carrier Net TOTH Secondary paper for treatment, Re-processing of secondary paper into new pulp;Other.transport;TJ;0
1573;Energy Carrier Net TOTH Sub-Bituminous Coal;Other.transport;TJ;0
1574;Energy Carrier Net TOTH Sugar;Other.transport;TJ;0
1575;Energy Carrier Net TRAI Anthracite;Rail.transport;TJ;0
1576;Energy Carrier Net TRAI Biodiesels;Rail.transport;TJ;0
1577;Energy Carrier Net TRAI BKB/Peat Briquettes;Rail.transport;TJ;0
1578;Energy Carrier Net TRAI Coke Oven Coke;Rail.transport;TJ;0
1579;Energy Carrier Net TRAI Coking Coal;Rail.transport;TJ;0
1580;Energy Carrier Net TRAI Crops nec;Rail.transport;TJ;0
1581;Energy Carrier Net TRAI Electricity by biomass and waste;Rail.transport;TJ;0
1582;Energy Carrier Net TRAI Electricity by coal;Rail.transport;TJ;0
1583;Energy Carrier Net TRAI Electricity by gas;Rail.transport;TJ;0
1584;Energy Carrier Net TRAI Electricity by Geothermal;Rail.transport;TJ;0
1585;Energy Carrier Net TRAI Electricity by hydro;Rail.transport;TJ;0
1586;Energy Carrier Net TRAI Electricity by nuclear;Rail.transport;TJ;0
1587;Energy Carrier Net TRAI Electricity by petroleum and other oil derivatives;Rail.transport;TJ;0
1588;Energy Carrier Net TRAI Electricity by solar photovoltaic;Rail.transport;TJ;0
1589;Energy Carrier Net TRAI Electricity by solar thermal;Rail.transport;TJ;0
1590;Energy Carrier Net TRAI Electricity by tide, wave, ocean;Rail.transport;TJ;0
1591;Energy Carrier Net TRAI Electricity by wind;Rail.transport;TJ;0
1592;Energy Carrier Net TRAI Electricity nec;Rail.transport;TJ;0
1593;Energy Carrier Net TRAI Food products nec;Rail.transport;TJ;0
1594;Energy Carrier Net TRAI Gas/Diesel Oil;Rail.transport;TJ;0
1595;Energy Carrier Net TRAI Heavy Fuel Oil;Rail.transport;TJ;0
1596;Energy Carrier Net TRAI Kerosene;Rail.transport;TJ;0
1597;Energy Carrier Net TRAI Lignite/Brown Coal;Rail.transport;TJ;0
1598;Energy Carrier Net TRAI Liquefied Petroleum Gases (LPG);Rail.transport;TJ;0
1599;Energy Carrier Net TRAI Lubricants;Rail.transport;TJ;0
1600;Energy Carrier Net TRAI Motor Gasoline;Rail.transport;TJ;0
1601;Energy Carrier Net TRAI Non-specified Petroleum Products;Rail.transport;TJ;0
1602;Energy Carrier Net TRAI Other Bituminous Coal;Rail.transport;TJ;0
1603;Energy Carrier Net TRAI Peat;Rail.transport;TJ;0
1604;Energy Carrier Net TRAI Products of forestry, logging and related services (02);Rail.transport;TJ;0
1605;Energy Carrier Net TRAI Pulp;Rail.transport;TJ;0
1606;Energy Carrier Net TRAI Secondary paper for treatment, Re-processing of secondary paper into new pulp;Rail.transport;TJ;0
1607;Energy Carrier Net TRAI Sub-Bituminous Coal;Rail.transport;TJ;0
1608;Energy Carrier Net TRAI Sugar;Rail.transport;TJ;0
1609;Energy Carrier Net TRAI White Spirit & SBP;Rail.transport;TJ;0
1610;Energy Carrier Net TROA Biodiesels;Road.transport;TJ;0
1611;Energy Carrier Net TROA Biogas;Road.transport;TJ;0
1612;Energy Carrier Net TROA Biogasoline;Road.transport;TJ;0
1613;Energy Carrier Net TROA Electricity by biomass and waste;Road.transport;TJ;0
1614;Energy Carrier Net TROA Electricity by coal;Road.transport;TJ;0
1615;Energy Carrier Net TROA Electricity by gas;Road.transport;TJ;0
1616;Energy Carrier Net TROA Electricity by nuclear;Road.transport;TJ;0
1617;Energy Carrier Net TROA Electricity by petroleum and other oil derivatives;Road.transport;TJ;0
1618;Energy Carrier Net TROA Food products nec;Road.transport;TJ;0
1619;Energy Carrier Net TROA Gas/Diesel Oil;Road.transport;TJ;0
1620;Energy Carrier Net TROA Heavy Fuel Oil;Road.transport;TJ;0
1621;Energy Carrier Net TROA Kerosene;Road.transport;TJ;0
1622;Energy Carrier Net TROA Kerosene Type Jet Fuel;Road.transport;TJ;0
1623;Energy Carrier Net TROA Liquefied Petroleum Gases (LPG);Road.transport;TJ;0
1624;Energy Carrier Net TROA Motor Gasoline;Road.transport;TJ;0
1625;Energy Carrier Net TROA Naphtha;Road.transport;TJ;0
1626;Energy Carrier Net TROA Natural gas and services related to natural gas extraction, excluding surveying;Road.transport;TJ;0
1627;Energy Carrier Net TROA Natural Gas Liquids;Road.transport;TJ;0
1628;Energy Carrier Net TROA Non-specified Petroleum Products;Road.transport;TJ;0
1629;Energy Carrier Net TROA Other Liquid Biofuels;Road.transport;TJ;0
1630;Energy Carrier Net TROA Products of forestry, logging and related services (02);Road.transport;TJ;0
1631;Energy Carrier Net TROA Pulp;Road.transport;TJ;0
1632;Energy Carrier Net TROA Refinery Gas;Road.transport;TJ;0
1633;Energy Carrier Net TROA Sugar;Road.transport;TJ;0
1634;Energy Carrier Net TROA White Spirit & SBP;Road.transport;TJ;0
1635;Energy Carrier Net LOSS Additives/Blending Components;Losses.and.energy.industry.own.use;TJ;0
1636;Energy Carrier Net LOSS Anthracite;Losses.and.energy.industry.own.use;TJ;0
1637;Energy Carrier Net LOSS Aviation Gasoline;Losses.and.energy.industry.own.use;TJ;0
1638;Energy Carrier Net LOSS Biodiesels;Losses.and.energy.industry.own.use;TJ;0
1639;Energy Carrier Net LOSS Biogas;Losses.and.energy.industry.own.use;TJ;0
1640;Energy Carrier Net LOSS Biogasoline;Losses.and.energy.industry.own.use;TJ;0
1641;Energy Carrier Net LOSS Bitumen;Losses.and.energy.industry.own.use;TJ;0
1642;Energy Carrier Net LOSS BKB/Peat Briquettes;Losses.and.energy.industry.own.use;TJ;0
1643;Energy Carrier Net LOSS Blast Furnace Gas;Losses.and.energy.industry.own.use;TJ;0
1644;Energy Carrier Net LOSS Charcoal;Losses.and.energy.industry.own.use;TJ;0
1645;Energy Carrier Net LOSS Coal Tar;Losses.and.energy.industry.own.use;TJ;0
1646;Energy Carrier Net LOSS Coke Oven Coke;Losses.and.energy.industry.own.use;TJ;0
1647;Energy Carrier Net LOSS Coke oven gas;Losses.and.energy.industry.own.use;TJ;0
1648;Energy Carrier Net LOSS Coking Coal;Losses.and.energy.industry.own.use;TJ;0
1649;Energy Carrier Net LOSS Crops nec;Losses.and.energy.industry.own.use;TJ;0
1650;Energy Carrier Net LOSS Crude petroleum and services related to crude oil extraction, excluding surveying;Losses.and.energy.industry.own.use;TJ;0
1651;Energy Carrier Net LOSS Electricity by biomass and waste;Losses.and.energy.industry.own.use;TJ;0
1652;Energy Carrier Net LOSS Electricity by coal;Losses.and.energy.industry.own.use;TJ;0
1653;Energy Carrier Net LOSS Electricity by gas;Losses.and.energy.industry.own.use;TJ;0
